a0,b0,c0,a1,b1,c1,x12,x15
e1700eb2,ff29f1ba,eec33f45,39f30561,72093dc6,bdaf0499,6fe33375,b48f00f9
fd568345,9e0b4f61,c86487d3,389939d2,57808be0,11fc9e4c,016607d2,19759ecc
198b303f,c4aab7b0,46493920,04bf7d08,7ba3988b,f9c9055d,5f40191b,fdc02855
2315c94b,3598025f,1a5525da,0441a73e,3fddeeee,1283360d,1850eddb,12c2923d
456d4a05,d0a3890a,f5cdf2ca,0190cd21,3f7e09f2,24cee3b6,b080f2ca,255e6396
0b62b78d,7acc1af5,631bb11a,41496549,f45549d1,d97d6ecc,691ba21e,d9742fcc
0d2e58cc,2fda4701,5d106df7,a7d0d8c9,c8eae8a1,de422afd,58306577,7952a27d
1617b634,64c4c54d,742eb8a1,4c0e8df5,3a7417ec,08d84d17,623e2a81,44d8cdb6
3d009ee6,f72cdb65,a10131fb,606c671a,7ef54a1a,9ae84799,a801a19d,9aa04683
8ceb8658,450f534f,01581be0,15676ac4,70af9d54,29cc2297,05f89df8,3cec6897
2b83d9d4,61ca96eb,d91a1ccf,f6a49483,f96e8043,12697db4,d19a0c4f,82cd6934
22e94e5f,0aaaca8d,aa50dc78,2389f48a,f1af2bcc,d7bcf7d2,88519c39,f4bd17d2
e2a03192,2e3efab5,7641704c,30760635,1fa957a6,a75c1442,56c1515e,974a1053
0ed27c57,65e58f3b,b54ffe7a,90f8f8ad,01feecaa,1a46c752,b15d9e6b,1a5ea7d3
3cb44cfe,89c76178,5a9c2538,a4a118da,db5331f5,67e8a937,4a0865b4,6768b9bf
042f498a,e053f0e9,9813d3c7,dccecc73,58c1433e,18498465,9811d245,80cb0436
1c82e81d,fe043998,ab7a9539,aba311f5,9f1c9832,e02fdb4b,ab7a3531,c12fdaeb
8acfe783,1d21dd9f,e7bc4af5,2ad2d1b1,d37672c3,791006bd,6dfbedf5,734287ad
678b4f7d,957244db,64044057,ae996336,7c4b7b4f,e3172f99,050d4f43,4b0e0c8d
764fec4f,aad6edc3,aa5f6648,d5b5d1e2,ff758f81,4f719a03,fe5c060a,1ad0da41
64650035,91305162,4ed1f9cd,8de8475e,450bf9d1,9b827895,0af0f9fc,1faa7887
ac728618,b4c1606a,ade7466e,9f291f22,19359c20,c422dc2a,0197c266,4902c028
56f9309a,324336a9,c09e4881,33054361,7407100d,1c780ce7,86de6801,1e7c0ec7
c8630496,674e744d,7bcbe797,cb0f9b00,b7a3213c,0a7c1dc5,bbaae387,ca710cc5
dac0cfdd,7bd24794,5b425898,d838bca5,11ccd06f,55ca2e15,1142df41,1dd2bab4
1fdf2b6e,d4d17dc2,111603b1,f36abfa8,e5ebeb34,777f409b,000c01d7,4655d63b
2b377a7f,3b36ad9c,84d7416b,d00edc25,c9a9e732,a7b6e37d,a6c00b45,77b8ab59
c4d9c53c,54b8ec86,904fd947,6572f8a7,ff4e54c8,b4632221,109f594b,95119a27
37a8400d,ad825167,3654982a,3308eaaa,20d3acf1,194ff509,3354d82e,184f1d8b
53e4e6a6,93002603,db35c953,903abf1b,28794677,74a09477,c855a977,e498b467
2ac32cbe,e52e8c73,dbb325e8,fc1ccdac,767f9f64,c3599bb8,d9f225fe,53499abc
b884245a,06e59225,40eae3f6,58594e11,40e72589,b2ca1600,40eac7fe,f2ca1000
dad6fdf6,ec41cc39,80e06818,697aac7f,6a597a10,4fbb6010,02f0dc38,4fa3c439
c92e2091,b7de9ec6,bd6ea8fe,35013497,9dc0dff1,a23134ec,b560a8ef,823134fb
ebf862a0,7c29febe,37243aea,d1b525ea,19ed8f63,7ba08c1c,56e45a6a,3a24add4
7be5a332,5fc90ffc,a571b53e,609bd961,657602b3,2e58ecaf,9fd4b43c,0ec3e5ee
956d4001,3ac74d2f,81e5c712,ff878e27,f457dd84,88a64c31,05e5c713,4626cc12
1c4fd590,034a76bc,4916f80b,8e613c54,52785003,86dffc76,5914fc9b,86ffd862
989a4347,3f786a09,54e168a7,69814572,454dfdae,e5705f40,4cf16ba0,8d715a62
0f810a41,c9a78e90,35e6572d,399bfc9a,a3a852a1,eb54cfae,3fe75f2c,c35f13be
36f05d6c,2ea18d1a,8b431c74,3748e0ae,7296a52c,f0873eba,9f731450,e4871e9c
40cde780,58eafb7d,d0a6c480,db99a698,17478cc4,00e69315,902ba300,4b6fb58d
788a75c6,2480af0a,b74fbbff,6544324f,c0ba3690,9cc34bd1,d745aa7d,f8c35bdb
0009880e,76fedb11,8481bb08,9028d2e4,439093d6,9c64c551,8489b30e,8c4c8595
2953de16,ebf5b8a4,4b4d7dd1,17400978,e5606121,f702882e,435ca5d5,f102812e
fd6066f9,c5059866,6f22eced,2eee5a84,b553496a,df82f37f,1f62ace5,ffc4a37b
fec587d0,1396e5a7,7883da6e,292675b4,203d37fb,256b5df9,4a02583e,04490ded
4d6c9584,7163d6f1,d308ab70,f37b04bf,60aa69e1,0604d9d9,d2403e70,174dddc9
2ac589bc,62e2c827,9dbcff17,d752bbd6,671a1ba7,20ceb553,9d7c7e97,259e26d3
1c049f45,86e1e832,8d6cf941,dcbd6449,82e4af2b,ff6b5e22,8968fe40,fb6e1a2b
75f657a1,323e79d0,ad3a046a,7f29166f,434e682d,9471fc5b,dc4a15cb,e551ec36
d30bcb06,62785860,8ff6d76d,35692522,ffdd221c,fa939e0e,1ef79d69,efb2be2e
be4bc187,93f27224,1c350a32,06d1fa29,4aefcf7e,9164a894,843c8b30,9175109c
4f32abe7,286b29bc,96053b0e,d8bcd227,c52cee31,ea83d3ae,db07b88b,228711ab
cad47bbe,9015e42b,7b032377,03ceff71,83004db9,67d24262,79170ae5,64d6eb72
18af143e,85b36dc1,b25d6f7d,f8976526,30f752e7,0e6fbd76,a2597b5b,be6b9850
ba12ccc9,4553d9f9,295e1f60,8a24c8bf,46c24265,8bd909f6,2b4e97e8,89d9816a
a4388fae,b572ada2,be9ab21e,f7bbeda9,cd83efd6,390becd4,9eaab03a,49baacf4
d80e4e17,8493a423,643f760b,7fec6400,c48d233c,62909f84,2431701c,229c9b84
50a92cb8,dcdba73b,78339d07,210fdfb4,51c8bdbf,373f5913,78329587,363c4397
ce2f16b5,8bc9f57d,13d3faf4,b5249caa,d3a783c0,24b1f4fc,5bfdec41,3495e054
08660f6d,0dc2c8a5,556dbc12,f68fab3f,b5415918,4ae688f2,5d6fbd3f,fa6509cf
51ebb018,61be5d1e,fe267ef9,c93c3183,a932a135,ed177392,beaecef1,251b4391
28470baa,0b90d435,7e21032d,63b67f6a,7f7ae645,77b1e424,5e63010d,1713d644
55129c89,95fd911c,252d96cf,1bf1c5cc,7f9bbc4e,fd8434ce,652f9acf,f7e4318e
bb6fe906,cac27ee3,38d52773,ec974026,9b79941f,62178aa3,29fecf77,2284ca87
20fbb342,aa04e9da,22a296c3,cb4caf67,5dcdd2c8,c349527c,026ba5c1,0001797e
f435d3a5,777f82fe,02d5894b,89c9190a,0d6e97d9,e8ea4725,72c4986e,e0eb5627
2a3b9672,62ae5c21,aefeabb8,28228428,8ced00d3,ed3bd0ad,84fdbfca,c539d48d
7e9960a4,3c95fe9f,c208985f,a92cbd25,3fc67ab2,2188a4fc,c019987b,208820d9
11e54f56,4d63640f,68f736d0,4556f0bd,4e1523a0,9ec00144,699371d6,9f9641e9
ca780a5c,9afd5b23,bc8ee000,c790381b,8c0a9217,7b623cfb,befee814,7df234eb
abcdcc4b,4df7910f,1ceacfbe,01a81a9d,e2955bea,e682514a,b7aa07ff,e7a25bcf
1a3fb4f6,f43f4df1,430d01ce,fe2fe64e,7abef485,eea15047,490cb1ba,60a0f003
86741fa1,bea702de,1472be78,c2f70d5a,d3fbf32b,d9870c69,1026afd9,99d30d39
00fb645e,5ee3ae6d,1c065e10,20180dc5,9bbe1a2e,aa6f9a00,1c5f7a52,aa779e41
fa397bcc,4e48c07e,70bf6655,0ee6ce72,86f0f970,237a270d,b8875f59,2bda2f0f
7ee4cd80,4c991304,0257d205,d98892db,c3c95a49,2f52cc24,0c179b05,a652cc6d
615e57de,5da0f8f2,6eee3fa4,6af391c2,de1faba1,a4a6fd92,6ff06cf6,a615ecd0
6019b8b9,4ae65e9e,243a6f87,417675d0,8067d477,f0820e44,643be72e,b0820e84
77850fcf,f7b6ca1f,9ad82576,f7f5fd50,abd25d32,efaf6d91,cedc227b,bbcbf891
69b6fd7c,c683f089,aab5eb21,fcf813d9,fc838c90,9e6b1e4d,82b59739,a66b0e54
55a7bf3f,9e2cffcc,cc39005f,c1fa5323,9ce19314,b7ba7db2,ccbc2c47,b7723db2
7f6282a4,35e38782,e04d74fa,75a4841e,bb7bcafa,e05c4640,ee4d74da,e4dc4258
027d85c9,1a1aef63,8ae34c17,4cb198ec,e876500f,92cea14a,888fc95f,d2ee3926
f68c659d,f4dc9cf5,9858529b,bd8b2c73,ee8321c7,f8e79d90,8a54778b,e0ecb1a2
70437118,d6465d13,45e84a36,a89a6468,21a7d53f,305076ef,35a94a3e,90d076c7
52863387,eb36fa33,c9b2c466,b89c7e83,f6995590,8e112231,d934e7e5,969d0cb2
475c0607,a9d85da4,2fa15e01,ad3e557d,eca619b1,b242ed9c,6afd5a04,b77ca989
f00f8c00,d90608ad,dabcd101,c750feb3,ceae6169,ccb4b5d2,cab4d901,cbb4dd52
2105a617,1acf8e6f,ed28277a,03261d8d,983f38f4,cd71bc10,ed288169,cf51a899
fe1a79b9,0a9b2794,d7db7b8b,f8275c98,81f413c4,4d4ded53,5dd14b9b,c56af943
d3d20cf8,d089a72c,3b022834,8a234095,1d9f2f6b,31a18692,fa102074,b9a38697
913ad6df,cfd1563a,824c4295,4ec1ea23,1c9bb78e,cf8a04d2,13468201,8dcae4f2
e59e5944,2d4e50a6,6f31149c,65ed75f4,69ab7891,b9a0d337,2bb51c98,fd45f303
be1160c8,84d54b03,ecc59eae,61cc051d,eb466085,eced892b,c2d4be2e,8d6d882f
6035c158,b73d86eb,41944863,d19b2ff4,7fa885ce,752d521c,01814963,b5bc5138
6f3a1b5f,99ba32e7,9172c1fe,ef995c83,75627dcd,4c563b4f,fd6acaf4,a0ce774d
1041db99,5a2b0545,0069d7c7,44297fe5,1f2562e4,823502fa,00699446,c63d655b
2afede66,ee111fcc,061933d7,4fd9df42,798188a4,8b5bd5ed,0489a5b7,8ccb42ad
c64277a6,0b2eaa66,df068288,cedac7c1,2dedd0b5,a078791c,d944f00a,a6ba3bdd
525dfa7b,c053e0b5,c222713e,5e511687,8a470942,3b8047fa,8036994d,7190477d
feda20e9,a37fd26b,a3326582,723098f7,5d0e8b0e,1e20a0bb,5d6265e3,6c10b8de
901f52bd,21029216,cda84265,856868d4,0dcf4504,bcaf2ad6,cda51075,b8e76ac6
2adf4a8d,58f5a3db,da40f722,65d9e298,1b1d9463,1bc183cc,d888f5aa,5a09a154
272c32cc,a3481246,5b1146af,961a73bb,dca9099d,bb46d4a9,7c315467,ad46c732
2650d2a7,6dc08173,ff91f9b5,4b214b2a,096495a7,382f8026,db91e931,780f8026
7546d84b,27395d83,4ae91886,42b8fb2c,9ac15bf8,ae1fd696,7fa918cd,aea7d4be
eab11e54,0b3468dd,be4438c8,f8e124e2,e2714359,2b0b92ec,564532cc,c34ab26c
88c0d884,6c5bf4ed,d243e5d1,26791857,28872f98,99360b39,d2833dd5,9d6e136c
0563ab5b,b53a9f28,22c05cb5,7eea242f,a683e0d1,20a87724,23e177ec,3200530d
91e941fe,65b361e3,e77c672e,2e90ead8,976eec58,64356d5c,77b56694,46a5e5c4
8ada1472,ae72063a,77b7337e,7fad1a31,c3407806,fb476d90,7fa5274e,966777a0
e9613226,4152e60c,867ea3f8,535bedd6,c8d48c2b,9149ef7e,0f7e81de,904b8778
5369733c,18b6691c,af407f56,2f634791,771c9300,69f3e9d3,ec680d4a,46d1abc3
8cb3ae29,d1252164,5f1b710e,1010d165,50cb6a6c,c4301a12,dfb97b06,c4305b12
df478406,67e71616,cdb5007a,72e5e057,2ae29e2d,c77d9ffe,80b08078,87781fed
3f88d99b,cc4dbdf7,03aac98f,3191b182,8ec81b23,92460242,012a491f,92c7a2c2
7127a026,b6e33840,235bca74,d95b51cd,b4602049,4c385bda,2358ca74,4c3b4bd3
bc787278,2872fd48,7b082735,f9990cda,c4d6c1d8,6026875b,d7281725,88a68bcb
9065818c,81819d91,c3b9ec53,dee5f423,8d5a1e68,d3625bf8,c3f86ddb,dfa3dbd9
1a17c6a8,fd79d4ef,b46b6845,509eebaf,3f4cde70,f1c69d69,b67e6acd,b1d297e6
644cdb4f,396453d7,da9265a6,63b7bdfb,dd819aab,66f23e8e,bed6acea,0657b7f6
75595d5a,eb5fda9e,b23bd7bb,93fa0164,ecc9368b,9bca2ba5,b72b9bab,98582ba1
d4dea706,f3d817c8,34ed80c1,001c3ba8,4defcf87,ecace6d0,a0fb00c7,ecb8fed8
df069582,458eea5c,d1ffeb40,fa9f5613,b91197a8,31adbc0c,0df9fec0,c932e81c
566d8507,5845efd6,42bce7fb,d5c306c0,3ce61a46,ef6dbff2,069d62fb,abeebb72
cb98419d,91c86e9b,7088cbb6,f74d1f0a,a608c136,b7774071,7308ca3b,80374f79
5e1e7a9a,bc29526a,15c0a265,cc9da1a7,54e2f5bf,0e10956c,5dca80f5,c69934e9
8a296e77,1d83a1aa,45ef40cf,06d9396f,1c55fa28,4f7d87d8,45ef0acd,4fad9eda
efd56d83,372af702,f21dbe9c,e33e9832,e2ce9521,3110d564,37d9de9f,f034d546
66ec46db,11270692,e7d41e28,b168bc94,5627ef91,88a9eb41,a1d45e2b,89a94341
22d4e4df,109f3ff4,78e4a960,5b591c10,246c21ff,3b331ff4,5834ad6b,2b6203f4
2534f62e,fa117425,19f23c3d,9c2e52a8,a7fcd55d,54a07bd0,1cd69c15,488c7bf8
cf7c24b1,15be6fdc,680b7711,03137214,d72e7a48,d2b4e013,aa1b7381,d0a4f007
2f43f802,1c521d26,ae23f7eb,d44033d1,cde666b6,4d19d211,af238feb,9d19e181
f638b695,d38e507e,fcd8edab,f4356073,18546795,71d048db,3ec0db2a,b1c068b8
10df755f,bbabb9f3,439ce8e7,4627ee9b,c3f69521,17291fcd,53c1ccb5,572c335f
971c77fd,e08224c1,2c4f78ba,3a97c23b,066c3915,07b9cf26,aa436d6e,253fcf36
1dde48d3,a02b1361,4f587459,f6c62758,e1ade848,70b26469,4ede3c58,30344761
d1f1cb9c,c3012002,e0e0401c,32f50385,28914360,433f80e6,2170031c,61af83e6
f69b11cf,3f48f537,aeecbd8f,ec020b73,98805c9c,360d8824,0864bc04,920d8107
0ccf2aee,59c38768,eda56abb,aba32193,6f80ed8f,6f00a438,e9e6405d,4d0384bb
39c33a7f,f0176b6b,c84e0ecc,bf90be88,25cfdccd,f9e007d3,d98e3cea,6c70b153
95c1ce4a,f928a9f5,0fed02e7,bd6ae7d9,1f2290f0,f9c6ea3b,8bed0ae7,5dcccb3a
b0eff083,bc46512d,9239de73,38efb283,a8682af8,e30ff6cc,8217aef2,f321c44d
9f66d686,e1b1f6f5,a0d6fcc6,17615043,db335b4c,09940f9d,bad47846,1b940f9c
c6a13868,f83f384d,c56d5fc7,00531713,20e98ca1,2c989ce5,05ed6faf,2cca88e5
a25279ad,55a8a325,083175b3,04e1c0b6,0ed4903e,3628d092,0a6144ba,3648d080
9ba4474e,be1411fe,c41f8532,88380aa0,9e10f5e4,9cd6b41c,c41bc138,9cd6b41c
f44e94fb,1cd0b6d2,df716d6e,9fd0f086,0ccf5248,493705c2,cf7fe9f4,5927e540
a29f5f23,7601d614,0f326d4c,ab6bc20a,44e3c80f,7f883356,2db0734f,5dea315c
a44ecf3f,645136e5,bb198298,7b21ef1a,ee0e58f0,9715698d,3b57cc8d,9d14079d
265a5dc7,279c9dbd,01a84b89,b8ec5711,a4e2dbc3,5d363fbb,03f20fcf,dd5a79ab
2988aaf3,e4886866,ea98ccd0,f58925d1,ec1e81e9,6bae3de9,e2186453,6b2e1c68
cd613fe0,07beb287,965b96cc,3402c7e6,3eed5aaa,1e93c15a,9f1abeec,2e91017e
77e16319,915fe6a9,2bdcc12b,c9654d9e,a8ae31d6,024cc007,1a3d8232,0b2d8519
d33778bf,30da7811,4376e33e,f47c471c,214baeaa,4e8137dd,5267b385,5e9171c5
2dfd4d48,ad57356f,b52e3dc4,ccdd2f22,9c296a7f,a8f4eba1,945270c4,a8a8e4a1
db66b264,90b70770,0972e577,58a629d8,fdfdf48f,47976483,40305713,0f95455b
dbd4a27d,f76d8724,76008e15,cf1ad9f3,d4df33ca,ce4c8260,75902e79,cd5e1282
578b286e,36997d67,3eedd567,8eaff293,76e788ba,993ab450,7ee7f52b,991444c1
02a196ab,a4018052,f1d4220d,75913b83,08c2a376,de6f52bc,f155202d,faee71bc
cf8ac73d,5baabffc,7d391628,95d16255,74364be2,020cbfc2,72b1d234,079cdfd6
804720ce,bdf8d4b1,62c76a54,e08bdd5b,d9d07354,cfe6768c,62c74a90,afeef3cd
7211c09d,d2b1a3f8,f0ab2b3d,8e533e2e,888678a2,8f6099a8,a2baeb25,857383a2
b5a17806,540a602c,d1832816,c16c8264,e685d18f,689d5620,61021814,e891d600
fe81d71e,b34ff3b8,286353e9,c9f6b171,da345359,e208a9f5,4062d3e9,ab7a0994
4edd4fd5,72d4eb0a,c0636c88,3a97b7b1,9992a000,4c9cf8a3,8a272788,669afba3
a8be641f,a615cc12,3abfea25,22d2a408,91d42190,cdb3d98f,1a3f8e27,ef737d8f
ff28326a,36822038,404a2fe4,f3145557,194d6eb6,0868573e,6f422dee,2b6c1338
b98152ff,9aa04178,369f588e,528905b0,7b5e1e21,17dab8e7,971f0ad7,5752bdf7
97f86cef,e1ef75b4,599c5f00,22e04e3f,d19fa8b7,62e97ecf,49ec1303,428932cc
37f3612d,0391500f,905738e3,09d3e6e6,6f8b6d9f,4f178134,b44519e3,4705a5b4
6e259c5d,9b9f1e6c,1c7925b8,19066645,e7682528,020fa1c3,705c3dfc,1a098387
10e103c4,02c3df28,35bb35cc,583aff8d,0dda0599,9a164ac0,35ba374c,920e9041
f86c71ff,7dd9bb6e,0d08914f,ed5e64f1,ab70e521,a2301781,dd20c100,663853c0
04205e34,119788c5,d9f7ecf8,47ea5f76,525dbdb1,3593cecc,d9f7f8cc,7659dbb8
fe5524e3,6448f572,532e5dcf,a164c89f,d6233926,de5ee4ad,e16f598f,7e3e2cb9
03192210,665d197c,f3c14547,815a96fb,23087612,fe73495e,f2d06747,ff234f34
4c2f3aac,201201b9,fa078a92,07729896,f9aafb8b,7f61af05,b22fb0b2,7e513717
70e4dd93,f0497f85,f9dd0dfc,af78e174,83666b3d,1d35122e,89f9196c,3e1d121e
14158e80,21e75569,80653aea,8d80b6ea,e6d23227,6ea25134,84703cea,eba2777e
cbaaf8eb,ca8d20a9,25af8a5f,40cd5b59,1da3d53c,d9902e83,e6857ade,999c7f92
819e5e11,d597ba6f,69ef413a,590e5edd,0cf32f94,666377b3,e8eb552b,3f67636a
324e8228,ebb68c88,35bd2536,f8459cc7,d973d8b3,48ed17f3,07f9251e,78a803f0
2f92cbd8,d9d8a66c,ed4f2a5d,2bf6a068,80a62ecd,526d90de,e45da2dd,5b1b10fe
a80740a0,a03b517f,53ad7615,f78167c1,c6348c23,309197f6,73aa3615,5690d2b6
5feb222f,7576603b,5456a265,f533313c,65fd08ce,78f3994a,44dd8240,68f0b97e
48f9cb03,aea737de,43070625,2eee1236,6b183126,b5670871,03be0425,b1c90a41
5b672edd,8619d064,18059be5,c2f9621f,b2225c3a,51e2a696,082697b9,51dba688
05e5de3b,68d6c270,07bf063a,b28f82f3,f73d384f,5ff7a0bf,025edc01,cd7c228c
32d9e82f,68c77f2c,fcf9df58,9f1da4f2,4a4f8c02,d8fae9f4,de713f76,daf249d6
7df26c96,7c03cb20,1461f932,98ab509c,a0793a0c,551ee2f5,48139936,cd34b2f9
d7785199,e2369df6,9dcaeff8,5ec2d89d,d5196a71,ac2aebb0,8ae2be79,ba283b35
fc3f5833,daa51f6c,209fba52,32cbfc04,87172c4e,e18d37f6,7cadaa70,f10f07f6
12c5633a,d2fcd609,e219dd03,516cef98,9defc1ae,819049ef,e018de21,c0904e6f
028710c6,67f4b1da,e5a0caad,20dbf279,047f2ae8,470240ff,e723daaf,6789d2cf
84ea9c28,6cb9a29a,f2dcde40,01425eef,b0a97e22,075aee35,76dc4268,075ab29d
0dc2efcc,56933880,a84cbeb0,ebe8b33d,a6788f8b,3a669206,a88e19b8,da8e210f
c69c16b8,db353f6f,6e6994b7,b3ed3686,d4c5f2ae,7ae31ddb,68f99037,7903195b
51e6b268,25e943df,a2a7ea33,a3b98ea3,c934c484,32ff2061,e263687b,9266a662
0cbcc9c1,cef3093f,65af013d,6bc29b13,fa00e17f,b3b3c483,611fc97d,93714c83
1d27b656,faaeeaa5,4be2e22a,f8729c16,27f3e2de,0f5b90e5,56e7e278,d70b98f7
446fd07d,55593498,1a8ed864,1cc23fab,1a5748d9,e50dc917,5e808825,e90ff516
f6e63f80,2f19cbd8,7ebd7724,182b006c,8f18a5f9,eda97737,debd5924,eda87717
220af8d3,14d9e07c,8eba3615,7662a224,84cf6b6e,66599bc3,8eb8be07,765b19c3
3bd8eb60,61b9534b,cf3ff1a7,d8835261,949ace0e,562aaf50,fe3f78e7,8629bf11
a56c12fd,a398e8b8,18dc3d18,2b01c467,f737c5a9,615e632d,1cf03d09,615f672c
e91e1f37,511008dd,c1976865,bcdec2d8,cc77ecff,3856bc78,48916c47,a4107c78
1d0b0e41,3710c4a3,d58edfe6,78876d9f,1bfa9f72,dd2302c8,d984d5a7,f5a14b59
6e072944,89ebac29,f2348831,388947bb,60fb0148,26c75027,9a34a171,0ec75506
a72eddfc,7cbe22e9,8b86fbc1,f66cf1a5,841f3c9b,166cdc7f,2ba6e7b1,e64ccc5f
ff8c5051,974ef4c1,56f13b6c,50db34e3,cfc0c5b7,781958e2,0e7d2b3c,28936880
699728a3,74aaefbe,006afba1,5e98875a,0ad66471,a60e8fec,687ef322,f8160ca6
5693eb64,898049a8,dcab910c,ef697695,eafcef0d,c50874f1,9ebb3328,a6605274
a7ed7150,59df05de,82a5081e,eb31e797,7ca8b528,4bac10e1,a7c0384e,6a9db077
8e3c418c,0070c323,d0c3f43b,91d8e8d3,c17d214a,3f9ab0f5,50cfb433,be9250b4
b4086582,87f2ebd3,5b47622c,48ab0ac5,1ba9c215,b17419a0,cf4f43ae,b97f1164
195dd08b,59d7fc1a,ae7fe2d6,8382effc,c29963f0,e07bdc5e,b733725c,637953b6
3c25e18e,c9cedd7a,90ec41da,2ee7789e,2d514db5,a02258aa,b4e9c154,84a54824
18282bf7,3de974e3,08dbf162,dfd8c343,6c999b13,9245b4ac,18fbda92,c31577ec
5ccfe69e,3c106d37,75187a26,3f4d6c08,6ab2103b,1a7b4e02,219a1e2a,0c7b220a
799eecc3,8a949d44,b58c606d,e07367d1,fcc9d030,09ecb527,c5902c2d,69bdf077
edd402a5,d25ecef7,e70780a6,d6f684f6,6f088388,b1d0fb55,4a538083,2586ff23
f64fc7b9,b43130c3,5a050d95,292809e9,89f89178,6644506b,6e4c8c2c,4f4c51c2
9630cb1d,5570009a,fb45f8b0,db5f5789,ff0479b0,efcca304,7975b1b8,6598f20c
5b06dadf,1670e2fc,e4177028,9efaba32,e84036e0,17081c8e,be17a034,89388c9e
945f98fb,f0cce611,a0d16bd5,6837e96f,0947c1f4,67ef13a3,30da6b34,0fec32c6
62e49b10,6e0024fb,2c19f6b8,eeefc9b8,c11a41b9,fd867cd2,0e19f7b8,538c3dd2
e5f9de18,41ec2ef9,f71377c1,f6e86f64,22fc5151,5f9cac3d,960329c9,3d9cc31d
ea198c44,ab344b99,00a0dc67,261d086c,80caddc7,12b0f9d3,2ab85823,30acf99f
c106dad0,11ec8ae3,f1c48200,21b3adfd,cf4e411c,ca0aaa1e,31c648d0,caa823e3
807ad1fe,56a96002,d0a53713,ca94fe54,d70afe6a,922eb71c,5087a77b,12ae295c
ffcbaf50,66d236e7,161c114c,b16559ff,00f2a03c,cb1151cb,701c971c,eb314110
f0fdadb9,466b33fb,6f74b18c,6ce111d2,7d732e4e,3810135e,5f6cbc3d,101002ce
134f3d94,e1247042,ebc659d0,947fc543,41efd5eb,259506c2,eb8d7c50,a5de83c3
f107769c,74849a3b,04ac258b,57717c1d,0702fe6a,8b0dc8d1,75aa419b,d80dacc0
42a7627b,d4a9e477,295c775c,475653a1,0bed1aec,72ce1051,6b581547,358a42d0
025f9d37,1f19a378,37c9a58c,e28ca027,829be27a,f0051bac,37cba48e,70851bae
a93e26b9,e9f453e7,166ada03,6d313b11,3e40e905,70446da3,975ef8a3,357457a3
68c90794,6c569ec2,c37e5ace,4d6e4e5e,f672c36e,a39904d9,cb7e5f4a,abbd48d5
d6be5f6c,ff93c00c,bb67bace,59f09b63,7edcb2d9,8c9ced93,3b69e88a,8ddcffd2
237b301b,9e66c3c1,cf8e3fee,6eb51da5,591e3cb7,188eda79,ccf60ffc,5ebec75d
50d42291,da6e2bd2,a525c5a5,314b7c27,7bda8a9c,eb1da5ab,a5b1e5a5,ca1d85ad
037e40e9,0b6f27b6,8beb7d1f,ba94de05,e3961be8,985c0a6f,8b937d57,30cc166b
02325cc9,657c082e,030e3559,76600f2a,4fbfcd02,749042b3,010c7151,56d0479b
092380be,558edd46,aa9c5a76,c4096925,0643d307,9bcb708a,ab9d5a76,dbc2788b
458c87ef,6ed8a1ec,431184a3,e0b07b99,557c4c8d,fe2042c5,429501c2,de802bc4
71c9fe71,ddb0c81d,427ff9c0,ea722a9a,372599d1,23f9c33b,22fea980,c9e9c3b3
5d497048,b12cc0fe,b9717299,2e960060,cf61df91,a3c94a24,e53862d1,8dcd4a44
92cbdc9b,34ced10c,385a90fd,a54188c3,b693477d,5ac0e9ec,ba1304ec,da8169ad
e756c745,29f07e2e,395b3fb0,6989c402,b0f156fc,a0b314c7,b85b3ff0,a9b214c5
fea0b60c,4d2bab94,7eddecca,c7dc0423,adb931c3,ea8caa4c,9e5d7ece,2a1caa4f
3b1b4479,065f6eee,0c09ff33,7b97caca,ea7b519e,590918ad,2409fb43,310d12ed
b59d5bc0,aab98a91,1dc3ff64,0e43529d,15aebe96,2f8e9e47,a8d6ef64,218d8e42
a0165f79,b354da2f,42a10ee3,adb53956,01882a14,b16bb504,e2b55eda,11ff8516
623e5f2b,7b7346c5,2307478a,344685d0,83d1946e,4e6f22c8,432515a1,7e6da248
63b7c789,d7ccfe2d,d46e70a8,f1b4e1bb,81c60694,105c542d,966cb021,405cb494
695a90ce,c1142d68,5ac84fb9,eb9e059e,f2617af4,59406cd3,7b985f35,7a54694f
22d51f42,f633fa99,203c4829,d5819ef8,e41ab7d0,f51f248b,223d4569,e51e28c3
2b041bd8,e1bf59f6,0b72ceb0,d216394f,5995a337,d548806f,2372d470,454ab82e
6790d83f,76fe4da1,ccb213ec,0d97f8da,61b67da2,85a6ee93,cbb203ef,80a6de91
01ecd44f,066e118e,706add5c,0a9f7d96,8c25f38c,82acfbd3,70221d5e,88a79bd1
bd07abdf,16ecfea8,1e5d326e,8daf245e,1323bfa1,42b047c4,1b5a3367,473f47cc
c40efe5c,0f78c786,8a5cc5f4,6f46665b,159a3b15,ae511cc7,8a5e39e4,a41378d4
11658978,f8c60a52,6a05e056,ebea59f9,eaa2a087,7652bbae,7a616806,7432b37f
2b4ab5cb,5a554b3d,fe501458,82e9d0ea,85b58a0e,f2a60609,f510955b,7046c62b
ebd64860,8b1ab3cd,94977682,045ccc71,c4dc385a,a4ebd274,df517e82,a0af5a65
f413c49d,8cf91140,8779458c,daf81c91,0adad909,9fa996af,037a8585,1d899eae
3d77f4ac,2c97b66f,adbde45d,711fbd8c,55bb20aa,882a0386,949970d9,f9269702
