a0,a1,r,c0,c1,expected_value
13f6c296,72e0dfc5,2f9de3d8,3c6b214e,5d7d3c1d,61161d53
ced5be01,e0372e48,6a447bdb,a491c5da,8a735593,2ee29049
213039a4,39cd4f6a,35f24889,14c2712d,0c3f07e3,18fd76ce
a3f775d3,af62da2e,a8f006fb,0b077328,0792dcd5,0c95affd
5713c9de,932289b7,2d472a80,7a54e35e,be65a337,c4314069
549c93f8,3173fb65,9012c300,c48e50f8,a1613865,65ef689d
e97b0704,b7d3ed61,a3155342,4a6e5446,14c6be23,5ea8ea65
b7fedccc,498b862f,ac59afff,1ba77333,e5d229d0,fe755ae3
19f7955c,80a04dd3,c74a774d,debde211,47ea3a9e,9957d88f
12a77e66,2d3aff53,b7168e48,a5b1f02e,9a2c711b,3f9d8135
5f1ec739,26adc9ed,3812f70f,670c3036,1ebf3ee2,79b30ed4
72e5c1c7,168b1fee,4dc6e440,3f232587,5b4dfbae,646ede29
c056f4ee,a0588f76,209c3593,e0cac17d,80c4bae5,600e7b98
7a2b3e38,cacefc54,ed3ed1cd,9715eff5,27f02d99,b0e5c26c
aaf97c68,bc275596,2f8725d0,857e59b8,93a07046,16de29fe
e719cdc3,4c64a41e,112c0fe1,f635c222,5d48abff,ab7d69dd
f9d8ee9a,d79017bc,e4581e17,1d80f08d,33c809ab,2e48f926
e51f2522,575fee43,7d98e1bd,9887c49f,2ac70ffe,b240cb61
f16a03ef,1986296e,ff027b51,0e6878be,e684523f,e8ec2a81
c17ec10f,c147726f,58bb2378,99c5e277,99fc5117,0039b360
85267308,c678edeb,7bfb768b,fedd0583,bd839b60,435e9ee3
639828cd,322130fe,9e2c2411,fdb40cdc,ac0d14ef,51b91833
95c21c11,291cfaa5,4090e41f,d552f80e,698c1eba,bcdee6b4
be060d75,88f25035,ff55e757,4153ea22,77a7b762,36f45d40
a1ffc716,2d9ddcb9,d341a224,72be6532,fedc7e9d,8c621baf
f760aa0d,cd20c9a8,c0fe1e1f,379eb412,0dded7b7,3a4063a5
7644932f,40aa0d54,05286149,736cf266,45826c1d,36ee9e7b
d30cbcc7,cefbbd2e,1dcfd2e6,cec36e21,d3346fc8,1df701e9
2a46edd7,44a6eda3,0dfa4d7d,27bca0aa,495ca0de,6ee00074
78e40f16,e9c886da,a241d7e3,daa5d8f5,4b895139,912c89cc
7ed665b8,9d97f5e4,02a5c21a,7c73a7a2,9f3237fe,e341905c
db7d26ff,a74ebe7b,6ec5480a,b5b86ef5,c98bf671,7c339884
9f06c8db,108110d4,d14d39ff,4e4bf124,c1cc292b,8f87d80f
0f82bab9,2b3b01b4,aa3b8a8b,a5b93032,81008b3f,24b9bb0d
dac57664,3efcbd5e,15b72632,cf725056,2b4b9b6c,e439cb3a
be77eba2,cca28e21,67159fd7,d9627475,abb711f6,72d56583
8c93a7bd,402a63cf,78710207,f4e2a5ba,385b61c8,ccb9c472
23b683a3,88526b28,87566682,a4e0e521,0f040daa,abe4e88b
721eac5b,ebbec179,73416091,015fccca,98ffa1e8,99a06d22
a9e911ea,62c67ab9,793dbc57,d0d4adbd,1bfbc6ee,cb2f6b53
d75350cd,0ad73e66,141a6887,c349384a,1ecd56e1,dd846eab
1e2b274c,acd43a1f,edd1e23d,f3fac571,4105d822,b2ff1d53
51e1cabd,a310df22,b40a835b,e5eb49e6,171a5c79,f2f1159f
2862296c,5dfcd3cb,89b09af9,a1d2b395,d44c4932,759efaa7
600c463f,48956803,097b454b,69770374,41ee2d48,28992e3c
82e62fb1,6f7f7737,90f949b5,121f6604,ff863e82,ed995886
5762c40d,f55118f6,aea76d9f,f9c5a992,5bf67569,a233dcfb
93fa4b55,9ac116bb,11330296,82c949c3,8bf2142d,093b5dee
a209c759,d56a921e,3404362e,960df177,e16ea430,77635547
2f58d233,b8d4c6fb,5b1a323a,7442e009,e3cef4c1,978c14c8
c86b5534,141c3519,0992d51c,c1f98028,1d8ee005,dc77602d
cc956905,a74df1a5,dd75abfa,11e0c2ff,7a385a5f,6bd898a0
f157ad12,edb92871,bd9324da,4cc489c8,502a0cab,1cee8563
c19013a2,85c8a4a8,1be3fa45,da73e9e7,9e2b5eed,4458b70a
3ce16297,0dfc5d14,01535872,3db23ae5,0caf0566,311d3f83
94e83f6c,858ac947,5372811d,c79abe71,d6f8485a,1162f62b
acad6c50,d8117062,321590f6,9eb8fca6,ea04e094,74bc1c32
f56c05ec,1b692cb5,ed45fd3e,1829f8d2,f62cd18b,ee052959
35a69b20,19f3e679,dfe6bd9f,ea4026bf,c6155be6,2c557d59
15cf7fbc,c7a5671b,7092d091,655daf2d,b737b78a,d26a18a7
f3d79ee8,bbf56978,312f82a7,c2f81c4f,8adaebdf,4822f790
4437405b,cb7164e6,fea8c346,ba9f831d,35d9a7a0,8f4624bd
10a10502,cccb7803,e0dc6ff3,f07d6af1,2c1717f0,dc6a7d01
2b1a8df6,faa68923,afb0bb34,84aa36c2,55163217,d1bc04d5
92c84dd1,0dc8d2c0,0807d73c,9acf9aed,05cf05fc,9f009f11
8122bb5d,2f5a1f59,8dc7d608,0ce56d55,a29dc951,ae78a404
3644b649,d2e1646e,551393ad,635725e4,87f2f7c3,e4a5d227
c090d9df,d07b91c1,719f1326,b10fcaf9,a1e482e7,10eb481e
ec094990,02dbeb27,178f0b4e,fb8642de,1554e069,eed2a2b7
826eb25b,6f78e07c,ac02de20,2e6c6c7b,c37a3e5c,ed165227
e7c693b3,fe4a466b,04af04d2,e3699761,fae542b9,198cd5d8
22f5b274,8fa84d22,b59b51b8,976ee3cc,3a331c9a,ad5dff56
8079d6ed,ae7a73ca,abbb4cb6,2bc29a5b,05c13f7c,2e03a527
cf7817ea,63ea2239,84a8d8dc,4bd0cf36,e742fae5,ac9235d3
611bfaf3,40fee020,9eb97639,ffa28cca,de479619,21e51ad3
750d1be1,39d0d7c1,0f5497bf,7a598c5e,3684407e,4cddcc20
62cb2142,d37a2b4f,ebceddc7,8905fc85,38b4f688,b1b10a0d
d33d5203,179a12e8,5edc56a7,8de104a4,4946444f,c4a740eb
a550be79,8738e4f4,889fea82,2dcf54fb,0fa70e76,22685a8d
0d9300d0,c8467f16,db16943a,d68594ea,1350eb2c,c5d57fc6
6419cca2,cffff995,7acf51a6,1ed69d04,b530a833,abe63537
d28b1dcb,f85db4ba,571c62fe,85977f35,af41d644,2ad6a971
adf6c65b,10f58f0e,3634e188,9bc227d3,26c16e86,bd034955
bc016608,a36debbe,0ebf5fdb,b2be39d3,add2b465,1f6c8db6
592eb21f,04c49523,c3257269,9a0bc076,c7e1e74a,5dea273c
70d113f1,2435689e,93198d5c,e3c89ead,b72ce5c2,54e47b6f
4ae8745a,87faf9a6,6a5f56a2,20b722f8,eda5af04,cd128dfc
58fd1c91,75ad58b9,19c9ef4a,4134f3db,6c64b7f3,2d504428
4c574b50,27477a4d,98da21e5,d48d6ab5,bf9d5ba8,6b10311d
1a6033dd,7a3763f4,161584db,0c75b706,6c22e72f,60575029
8c5ead80,2f3978de,e9d35b41,658df6c1,c6ea239f,a367d55e
24097fbc,8ea8ae62,c1677d7a,e56e02c6,4fcfd318,aaa1d1de
7539960a,dfb4ac7c,47ba2f67,3283b96d,980e831b,aa8d3a76
f7491130,a6610f98,63331d1d,947a0c2d,c5521285,51281ea8
64e13506,69f39dbc,d7873a19,b3660f1f,be74a7a5,0d12a8ba
6594491f,2eb84f8a,cbb00155,ae24484a,e5084edf,4b2c0695
b56c70f8,239f8591,e1675760,540b2798,c2f8d2f1,96f3f569
969ac891,f2eda506,67da4cc6,f1408457,9537e9c0,64776d97
11e52120,0b65f5a0,f514af0d,e4f18e2d,fe715aad,1a80d480
59c390a1,e345ef00,2844b0ff,7187205e,cb015fff,ba867fa1
547d41d3,c7f51dd1,1015da19,44689bca,d7e0c7c8,93885c02
49857092,49b31d1a,3961f01c,70e4808e,70d2ed06,00366d88
eb464d42,4ee972a8,099594b2,e2d3d9f0,477ce61a,a5af3fea
de284c8e,95cbc5c6,a7f84daf,79d00121,32338869,4be38948
b71be024,a1886d71,2e4c8582,995765a6,8fc4e8f3,16938d55
5f0fafa0,ba40f827,9e8c8bde,c183247e,24cc73f9,e54f5787
4c867e06,aedafa23,ed4a14c8,a1cc6ace,4390eeeb,e25c8425
24a63715,6b4dea94,73fb17b5,575d20a0,18b6fd21,4febdd81
878e4fad,7229ed50,c421887c,43afc7d1,b608652c,f5a7a2fd
a78b0de9,2f16c93d,5701ef07,f08ae2ee,7817263a,889dc4d4
5d4b5dc7,da827943,13140ec9,4e5f530e,c996778a,87c92484
da762a0b,5bb2b5b6,5438c2ad,8e4ee8a6,0f8a771b,81c49fbd
f530bdcd,97b83955,35690a46,c059b78b,a2d13313,62888498
597a5a47,fcca49ed,b9628011,e018da56,45a8c9fc,a5b013aa
a1927fb6,fefa356d,8ae49b4d,2b76e4fb,741eae20,5f684adb
46c3b881,fa07b4c9,3d5b2d99,7b989518,c75c9950,bcc40c48
3db3a0a4,1ab245bf,e2eda74f,df5e07eb,f85fe2f0,2701e51b
578b879f,0e6f19cb,09ab7472,5e20f3ed,07c46db9,59e49e54
1539e376,9e6cf195,1aecb769,0fd5541f,848046fc,8b5512e3
35077baa,913107c8,f41f7474,c1180fde,652e73bc,a4367c62
b499d4ab,1b5b70cb,ef5efee5,5bc72a4e,f4058e2e,afc2a460
cc23d1cd,0277d752,3b909545,f7b34488,39e74217,ce54069f
8d839b25,bac7007b,6d6b13e2,e0e888c7,d7ac1399,37449b5e
492e05bc,765fa711,76eae6be,3fc4e302,00b541af,3f71a2ad
09551598,afb2c19c,bf3c2c2f,b66939b7,108eedb3,a6e7d404
75be2ed6,ae6da518,9aaed359,ef10fd8f,34c37641,dbd38bce
b7b421fb,217b1ca2,413f6b5e,f68b4aa5,604477fc,96cf3d59
57fa27bc,27b33fe2,da8e02cc,8d742570,fd3d3d2e,7049185e
e5060c68,c10cb595,9a4084fb,7f468893,5b4c316e,240ab9fd
09782347,aa7bd997,46eba1bf,4f9382f8,ec907828,a303fad0
4491f3e8,8832c98f,c36f31d4,87fec23c,4b5df85b,cca33a67
e12f0f5e,8492c59c,928baee9,73a4a1b7,16196b75,65bdcac2
81dd83db,15454ffc,ae2fae3d,2ff22de6,bb6ae1c1,9498cc27
5eb779cc,cf7aa651,4b14ccd2,15a3b51e,846e6a83,91cddf9d
40588ce4,5e3e8d7f,051bc40d,454348e9,5b254972,1e66019b
c63213a9,073fa913,1d63e9bc,db51fa15,1a5c40af,c10dbaba
b7f304f3,4c63d8c2,415be21f,f6a8e6ec,0d383add,fb90dc31
7bfe6d50,aff11cfd,18fcf211,63029f41,b70deeec,d40f71ad
9d13342d,ba30ed5a,b6b6da13,2ba5ee3e,0c863749,2723d977
d2f53765,c672cd48,254cb429,f7b9834c,e33e7961,1487fa2d
c9ffda99,4757a69a,b4fb0c75,7d04d6ec,f3acaaef,8ea87c03
63609726,3abb5eea,bb33d20e,d8534528,81888ce4,59dbc9cc
c684037a,3aad19cb,6a08462f,ac8c4555,50a55fe4,fc291ab1
2dd51aa0,9ca78d63,3279000e,1fac1aae,aede8d6d,b17297c3
86c7a5a5,1a74eb41,929d47a6,145ae203,88e9ace7,9cb34ee4
cde88f44,a72b28a3,28b79d58,e55f121c,8f9cb5fb,6ac3a7e7
8d0b8647,968a038f,1ba0f680,96ab70c7,8d2af50f,1b8185c8
59f8d28c,0a586fdb,dc52076f,85aad5e3,d60a68b4,53a0bd57
67297c08,1d3effb9,fd32d22e,9a1bae26,e00c2d97,7a1783b1
30dcd904,c11e6b81,da33c1ad,eaef18a9,1b2daa2c,f1c2b285
9ae5f6ee,e91a4a80,4c926c73,d6779a9d,a58826f3,73ffbc6e
3380b5a5,cd0c1cb5,06667c17,35e6c9b2,cb6a60a2,fe8ca910
cde0a56c,d13123a5,636fabf0,ae8f0e9c,b25e8855,1cd186c9
2c0365ed,0a9d9002,9b5e1309,b75d76e4,91c3830b,269ef5ef
692489f2,08bb2852,5d2da118,340928ea,5596894a,619fa1a0
67df3abe,b871421e,88e4ad46,ef3b97f8,3095ef58,dfae78a0
2407b4ac,f22be5dc,7db5fe8f,59b24a23,8f9e1b53,d62c5170
2683496f,e8564943,de935032,f810195d,36c51971,ced5002c
6f1e825b,7c09bb54,173773f5,7829f1ae,6b3ec8a1,1317390f
9cebc8d1,4e1448d5,7205caa0,eeee0271,3c118275,d2ff8004
13b7f062,b199fa7b,8fa987c7,9c1e77a5,3e307dbc,a22e0a19
8d85cc92,edbc1f1f,3303d9ab,be861539,debfc6b4,6039d38d
aa5ba199,96d8efb0,1d831e9e,b7d8bf07,8b5bf12e,3c834e29
ccca4b6b,cd94f2c2,5f3d9a31,93f7d15a,92a968f3,015eb9a9
a0ec4618,52fe89a8,03b01699,a35c5081,514e9f31,f212cfb0
0c539679,971f8850,67eb61ca,6bb8f7b3,f0f4e99a,9b4c1e29
461bfa34,db1a7de0,b9869553,ff9d6f67,629ce8b3,9d0187d4
1b450d2b,de449208,92320fad,89770286,4c769da5,c5019f23
93a8f394,a5be87f8,b8ee99ac,2b466a38,1d501e54,3616746c
58ee4397,d3152480,81a23800,d94c7b97,52b71c80,8bfb6717
078d6feb,de31293a,836e7f3d,84e310d6,5d5f5607,d9bc46d1
f844ac47,d90f307b,3716cb77,cf526730,ee19fb0c,214b9c3c
1aabd94e,c8cd81c7,b678cbef,acd312a1,7eb54a28,d2665889
040ad44d,dcdc67b6,5aca210e,5ec0f543,861646b8,d8d6b3fb
134e5d4d,a0d57a4c,0fd7639a,1c993ed7,af0219d6,b39b2701
dcd67302,199cb339,a5aba08e,797dd38c,bc3713b7,c54ac03b
18bea7e8,46384d6c,c3243cef,db9a9b07,851c7183,5e86ea84
8dcdd9bc,d1e862f5,01006134,8ccdb888,d0e803c1,5c25bb49
ea4af929,eb2e71ad,e030cac9,0a7a33e0,0b1ebb64,01648884
6affcd16,fe43fdb9,b5b3c46c,df4c097a,4bf039d5,94bc30af
7685d62a,f1e7dd77,7505b9af,03806f85,84e264d8,87620b5d
e544254a,7b43880f,cf16b746,2a52920c,b4553f49,9e07ad45
e43db904,45e3ecf6,3be92035,dfd49931,7e0accc3,a1de55f2
2ecaf6da,9ce7b040,bcec930f,922665d5,200b234f,b22d469a
9999abfa,2e17c551,fc306221,65a9c9db,d227a770,b78e6eab
65786fbd,f0342167,3af2e751,5f8a88ec,cac6c636,954c4eda
ec61675d,e74e7e79,5d953ca3,b1f45bfe,badb42da,0b2f1924
39f0ea2e,7a094925,e4983710,dd68dd3e,9e917e35,43f9a30b
6310f8c0,b6af9393,6d3a6f6f,0e2a97af,db95fcfc,d5bf6b53
4322c244,8aa6db3a,99e63316,dac4f152,1340e82c,c984197e
7463762e,fb8692ac,81090d70,f56a7b5e,7a8f9fdc,8fe5e482
a52d10d6,84a7014d,2ce270d1,89cf6007,a845719c,218a119b
d7ec0ce4,3dad45b7,f3abec6c,2447e088,ce06a9db,ea414953
fde8ad41,ee03c428,ba96e0d9,477e4d98,549524f1,13eb6969
c9e7f0d9,91abadee,241f1ddf,edf8ed06,b5b4b031,584c5d37
396fee3e,31661815,c58e2445,fce1ca7b,f4e83c50,0809f62b
27af6a94,656e9a20,5f7630f2,78d95a66,3a18aad2,42c1f0b4
d2d9ec07,07b430a6,0bb83ddd,d961d1da,0c0c0d7b,d56ddca1
e9d16841,ad21b64e,e98c265f,005d4e1e,44ad9011,44f0de0f
d538cfad,29ed7a4b,f68c7e80,23b4b12d,df6104cb,fcd5b5e6
7bce6930,e83dea7d,eea60a46,95686376,069be03b,93f3834d
4857bf95,583a5270,fa9dcb1f,b2ca748a,a2a7996f,106dede5
3ce0126a,0f94aa36,54c4c8d2,6824dab8,5b5062e4,3374b85c
bf70007a,71244170,8d88b79e,32f8b7e4,fcacf6ee,ce54410a
c594a47f,b5ab7372,2532f57a,e0a65105,90998608,703fd70d
4b509a34,e804f163,25adfd1f,6efd672b,cda90c7c,a3546b57
48023008,deacf728,712e32e3,392c02eb,af82c5cb,96aec720
42a82fb8,6c936ae6,46c6e9e8,046ec650,2a55830e,2e3b455e
45184715,e28664c8,235d1825,66455f30,c1db7ced,a79e23dd
8a67d83d,64f17247,9f670e96,1500d6ab,fb967cd1,ee96aa7a
66d44789,59c879ca,f21af9b4,94cebe3d,abd2807e,3f1c3e43
e24b9535,0870eb5b,b6133b4f,5458ae7a,be63d014,ea3b7e6e
2505e9e4,4ecbf01a,0dfd267f,28f8cf9b,4336d665,6bce19fe
d8e496e4,a84cecbf,db60ef9c,03847978,732c0323,70a87a5b
89d3d1e1,73d0c200,a4e63eb8,2d35ef59,d736fcb8,fa0313e1
9199f69d,00f7b23a,30b4451b,a12db386,3043f721,916e44a7
19e60e42,383cdc82,1357f2c5,0ab1fc87,2b6b2e47,21dad2c0
4d14c906,5831fa48,db5984bb,964d4dbd,83687ef3,1525334e
3682eb63,c8e372d0,bfd88d1c,895a667f,773bffcc,fe6199b3
a1f6cb58,3f3e1487,00a72fc9,a151e491,3f993b4e,9ec8dfdf
40e7231c,bae43e62,149ed089,5479f395,ae7aeeeb,fa031d7e
9e9f587d,94e2e78c,42122b6a,dc8d7317,d6f0cce6,0a7dbff1
3bf94515,84f56a0d,4ccad9cb,77339cde,c83fb3c6,bf0c2f18
171352ca,e1b66543,c0cc0487,d7df564d,217a61c4,f6a53789
f5fac0a4,310e92e1,c8c85073,3d3290d7,f9c6c292,c4f45245
aea93def,dc3e7eca,0bf78030,a55ebddf,d7c9fefa,72974325
080a0483,f5af6434,0e144321,061e47a2,fbbb2715,fda560b7
13e552d9,ccfe819a,ee6c61a6,fd89337f,2292e03c,df1bd343
81bdb1b5,678af6fa,68089173,e9b520c6,0f826789,e637474f
6e5ddfc0,daabb370,2cc02932,429df6f2,f66b9a42,b4f66cb0
a5ea96be,589623e2,13f6de87,b61c4839,4b60fd65,fd7cb55c
338879a4,db9ba011,efc5dce1,dc4da545,345e7cf0,e813d9b5
343f9f7f,9e08301a,0fa988c6,3b9617b9,91a1b8dc,aa37af65
cfc405d7,a266501f,6bf43cf7,a4303920,c9926ce8,6da255c8
0e0c21a3,f5748eed,09d97dd6,07d55c75,fcadf33b,fb78af4e
126069c9,71e0b09a,ddf23499,cf925d50,ac128403,6380d953
d800bed8,34017ba5,45a69fcd,9da62115,71a7e468,ec01c57d
edddbc1a,bfd2acaf,a02c6a0b,4df1d611,1ffec6a4,520f10b5
1b8325e6,9d8dd304,cceb1e3a,d7683bdc,5166cd3e,860ef6e2
3cabed59,60bca585,ea06b2e6,d6ad5fbf,8aba1763,5c1748dc
fa1cc1a3,b0b200c6,2b2cb74a,d13076e9,9b9eb78c,4aaec165
12d3a557,46d84d8d,cad3b965,d8001c32,8c0bf4e8,540be8da
fdfbe021,6f1791d1,0493c501,f9682520,6b8454d0,92ec71f0
d2afaff6,e6d4d51d,866530eb,54ca9f1d,60b1e5f6,347b7aeb
e512ff71,ea17f296,5a498250,bf5b7d21,b05e70c6,0f050de7
f7a34433,e9cc7470,1680d38f,e12397bc,ff4ca7ff,1e6f3043
452917b7,435b1419,7919a091,3c30b726,3a42b488,067203ae
1e63e5ed,47ac0255,9e862e89,80e5cb64,d92a2cdc,59cfe7b8
0d483a0f,6d505eec,6771b839,6a398236,0a21e6d5,601864e3
4061d5c5,b8975034,24a5ae95,64c47b50,9c32fea1,f8f685f1
eb83bfa3,1164075a,42fdcd7b,a97e72d8,5399ca21,fae7b8f9
646fe31f,c2e3351f,8730775c,e35f9443,45d34243,a68cd600
44b62c15,671cd32b,7d3ca204,398a8e11,1a20712f,23aaff3e
8d6a2ee8,b70ebab2,83f10ba4,0e9b254c,34ffb116,3a64945a
7ffeaec8,e2b664f3,9bf08e40,e40e2088,7946eab3,9d48ca3b
287b70f2,18498db6,fd4082bf,d53bf24d,e5090f09,3032fd44
d76c033e,8654f12c,cdfb1ad7,1a9719e9,4bafebfb,5138f212
08f5044c,0fb97d5a,93468b84,9bb38fc8,9cfff6de,074c7916
85a0c169,40940956,e205b5b0,67a574d9,a291bce6,c534c83f
873e470d,d6154e22,decb034d,59f54440,08de4d6f,512b092f
4509e690,d20681f3,0b5ec11e,4e57278e,d95840ed,970f6763
5b843de6,699c0094,8c6a8048,d7eebdae,e5f680dc,32183d72
9065a10f,18ef886e,accbd7cb,3cae76c4,b4245fa5,888a2961
216f02ae,9936e792,719df657,50f2f4f9,e8ab11c5,b859e53c
80fe24b4,3e4e894b,b5fbee69,3505cadd,8bb56722,beb0adff
69d69a58,e52df6d3,da97f3be,b34169e6,3fba056d,8cfb6c8b
fbde43f8,34117c85,be31bab6,45eff94e,8a20c633,cfcf3f7d
528e7677,6fabde50,34bac07f,6634b608,5b111e2f,3d25a827
2bf977e9,76af335b,e6265699,cddf2170,908965c2,5d5644b2
367080e0,03c989f8,a2ff220a,948fa2ea,a136abf2,35b90918
ead7afa0,2958446c,ca46dd6c,209172cc,e31e9900,c38febcc
087af85e,f1dd8074,711ee600,79641e5e,80c36674,f9a7782a
17ce82d1,13477169,b3ffdc84,a4315e55,a0b8aded,0489f3b8
af6fc45e,2fffb230,a97284cc,061d4092,868d36fc,8090766e
9c3427e0,d88df12b,2bb10d7b,b7852a9b,f33cfc50,44b9d6cb
5a8234f6,a4d19df7,fd39000d,a7bb34fb,59e89dfa,fe53a901
d0ce55c9,0e556925,00f0d4dc,d03e8115,0ea5bdf9,de9b3cec
6a539ef2,d024f321,1fe95f09,75bac1fb,cfcdac28,ba776dd3
040fc86c,28370952,6d00f9c2,690f31ae,4537f090,2c38c13e
70d24669,15aa1a79,af638c32,dfb1ca5b,bac9964b,65785c10
69017d72,a1737346,4c7651ae,25772cdc,ed0522e8,c8720e34
981be0c5,c6bec4a0,321ad294,aa013251,f4a41634,5ea52465
b036b141,180fc5a0,13c94578,a3fff439,0bc680d8,a83974e1
83647081,a7935641,ab5c4935,283839b4,0ccf1f74,24f726c0
689d0dc6,c398cbc7,df479a5a,b7da979c,1cdf519d,ab05c601
0af523c1,ef8aa36c,414d6cb9,4bb84f78,aec7cfd5,e57f80ad
6d205aed,4c51ee7d,6aa88e9e,0788d473,26f960e3,2171b490
320777cc,4f5549a1,cb9784db,f990f317,84c2cd7a,7d523e6d
20ce162e,ea820823,91336865,b1fd7e4b,7bb16046,ca4c1e0d
15690fe0,3275574c,31d3c0f2,24bacf12,03a697be,271c58ac
f14b9eb6,23df4834,4514f273,b45f6cc5,66cbba47,d294d682
786834ef,d5eb1a3f,f4dc7226,8cb446c9,21376819,ad832ed0
11a54d24,0b72a8d5,18570af4,09f247d0,1325a221,1ad7e5f1
61570018,6a8b1882,47defc44,2689fc5c,2d55e4c6,0bdc189a
81a818ae,72e7e040,f66ca720,77c4bf8e,848b4760,f34ff8ee
56130dec,627d8fe3,d6d04eba,80c34356,b4adc159,346e820f
11eac86f,8e80746e,61b60c55,705cc43a,ef36783b,9f6abc01
1a7f06d7,237da61e,bd112624,a76e20f3,9e6c803a,3902a0c9
6d7dade7,54ae0208,f6ed2923,9b9084c4,a2432b2b,39d3afef
9cf04cf6,3c2220a4,dad28a85,4622c673,e6f0aa21,a0d26c52
544d5770,cd289b46,6ee07645,3aad2135,a3c8ed03,9965cc36
299105e8,80ca7457,223d9591,0bac9079,a2f7e1c6,a95b71bf
a9c6c0ce,dc698c42,7f7b7d43,d6bdbd8d,a312f101,75af4c8c
0fb39a5b,34980287,6971ed97,66c277cc,5de9ef10,3b2b98dc
e63598e7,cfaab60e,1affd9b3,fcca4154,d5556fbd,299f2ee9
c6da35f2,0126919a,5f044ee9,99de7b1b,5e22df73,c7fca468
3f00bdfb,635c9b89,ef724cfb,d072f100,8c2ed772,5c5c2672
6dbae778,802b76a4,4620189e,2b9affe6,c60b6e3a,ed9191dc
62f99030,ac0b9f69,ee7aa001,8c833031,42713f68,cef20f59
d5ef428f,7077d435,7cc49751,a92bd5de,0cb34364,a59896ba
c0c3a2c0,105ea51c,fef0fb26,3e3359e6,eeae5e3a,d09d07dc
658868da,8a0a270f,2e4f1d3a,4bc775e0,a4453a35,ef824fd5
6a16ff20,b82916af,c4a052b4,aeb6ad94,7c89441b,d23fe98f
8a301205,6c5d3269,830b5c97,093b4e92,ef566efe,e66d206c
c2ea3c1e,682f910f,5be833de,99020fc0,33c7a2d1,aac5ad11
54736155,13b6aca6,109f08ed,44ec69b8,0329a44b,47c5cdf3
d47d40d1,5084fd53,7051da7b,a42c9aaa,20d52728,84f9bd82
a748fddc,1897b41e,86e15eed,21a9a331,9e76eaf3,bfdf49c2
533334a0,b28d39c9,41f475a2,12c74102,f3794c6b,e1be0d69
a8e1c3bd,4a2920e9,8b82a4d5,23636768,c1ab843c,e2c8e354
0b3a1d09,cf6fb4de,250fa79d,2e35ba94,ea601343,c455a9d7
bac39b55,e41c5d05,8393ac39,3950376c,678ff13c,5edfc650
71c80914,e0eb725e,be2ba06e,cfe3a97a,5ec0d230,91237b4a
cd9a20b5,395d5291,27039779,ea99b7cc,1e5ec5e8,f4c77224
ac5afeae,4487d777,5c8ef3c9,f0d40d67,180924be,e8dd29d9
a526ce70,3fe41749,3a2b74d5,9f0dbaa5,05cf639c,9ac2d939
20b4b4e0,a8dfdb9a,3a145734,1aa0e3d4,92cb8cae,886b6f7a
c8dd121b,03f98e17,087657ea,c0ab45f1,0b8fd9fd,cb249c0c
613c4ced,53f052e7,abe2c768,cade8b85,f812958f,32cc1e0a
767be581,d5acceea,3e8c53f6,48f7b677,eb209d1c,a3d72b6b
84b00fde,916cf1f2,f5011197,71b11e49,646de065,15dcfe2c
152aa764,6b869b8c,037839d4,16529eb0,68fea258,7eac3ce8
7aa47261,95caa062,ce86604c,b422122d,5b4cc02e,ef6ed203
1acdbf86,81425c35,e6a20f6b,fc6fb0ed,67e0535e,9b8fe3b3
d9949868,38145afc,4694ab8f,9f0033e7,7e80f173,e180c294
ce05d2a1,4bc2d0b1,e585692e,2b80bb8f,ae47b99f,85c70210
75424a00,d50e9f7f,622c4740,176e0d40,b722d83f,a04cd57f
51019777,73ae46fb,cdb3a355,9cb23422,be1de5ae,22afd18c
0bbb6cf3,3fad1255,40fa3148,4b415dbb,7f57231d,34167ea6
686450d3,322a135f,6801a65d,0065f68e,5a2bb502,5a4e438c
a7d7033b,2baeb3ee,940f2a5e,33d82965,bfa199b0,8c79b0d5
59ce07a5,6b72950c,ec3be1b1,b5f5e614,874974bd,32bc92a9
0798011f,3dc3dd66,45919eab,42099fb4,785243cd,3a5bdc79
bdab0bbe,171fd3ad,764c408a,cbe74b34,61539327,aab4d813
14cf6fe7,432bb6be,4be13ada,5f2e553d,08ca8c64,57e4d959
6e296940,5a67baf2,b7599c7e,d970f53e,ed3e268c,344ed3b2
a092a73c,454f3db8,cf3c3c63,6fae9b5f,8a7301db,e5dd9a84
7dfc3d5f,96d6ddcf,d96da9c3,a491949c,4fbb740c,eb2ae090
0215df5a,1a5a1688,8c1f23b4,8e0afcee,9645353c,184fc9d2
aa332a61,33296cbb,2f1a0686,85292ce7,1c336a3d,991a46da
aadb3e0e,6219ed4e,1bda2c43,b101124d,79c3c10d,c8c2d340
d1f79052,5fac5fa9,3a977d1c,eb60ed4e,653b22b5,8e5bcffb
4affaea8,4c21c361,10c8d3cb,5a377d63,5ce910aa,06de6dc9
14beefba,1a903de4,12acab4f,061244f5,083c96ab,0e2ed25e
9474c95d,f1e0bece,826a243e,161eed63,738a9af0,65947793
0c1a8eba,529e97b0,c66a4180,ca70cf3a,94f4d630,5e84190a
af2b312b,fb82872b,6119d8dc,ce32e9f7,9a9b5ff7,54a9b600
cada9bda,59348ec6,f0297cad,3af3e777,a91df26b,93ee151c
96f43ab4,80472bf0,fd9742df,6b63786b,7dd0692f,16b31144
b76a3804,6d13f2a8,a0dfa495,17b59c91,cdcc563d,da79caac
