a0,a1,b0,b1,r,c0,c1,expected_and
84c33b9e,019b2fe7,dbb76570,c16a9513,00000055,81100425,81481444,00581061
2d9f3f50,d81e89e8,ee8d351f,7dd9f70f,00000055,e481344d,7581b65d,91008210
73ab63bb,58a31fa8,c979d03c,087e237f,00000055,09085045,08082046,01007003
e8729a04,5e335ca6,b53a7e0a,855800ec,00000055,b4004657,844000f5,304046a2
c70f5d00,9bcb2646,dc98708b,6fa115a2,00000055,5c807057,4c801157,10006100
57a7b07d,b2e058d2,f9dbae56,00c14193,00000055,e143a853,004140d6,e102e885
f45afc54,268b9efc,562d4f56,261ee995,00000055,52014255,021060d5,50112280
ccab261e,d43e8d46,0198a325,59a127a0,00000055,0090a355,18812355,18118000
75b62ece,3b2669b0,1f9d4a1d,5eb7e5e3,00000055,0e904249,4e904537,4000077e
a4773543,cfb20e5f,13130edb,79c072e8,00000055,03010a4d,69c0325d,6ac13810
81e08b30,1e8deddf,69daaee7,0d30f712,00000055,094826b2,0d206657,046840e5
47bf4c91,b4687d74,862a0cbe,1bb4442e,00000055,820200f1,13940071,91960080
801c0af5,caedb8af,08907e52,72c1d018,00000055,08903207,42c1904d,4a51a24a
5de0a294,f5898cfa,4cc3c064,77004130,00000055,08410031,20000075,28410044
1e91cca2,3611b881,12279698,82369a3d,00000055,00001455,00001074,00000421
6852f9c4,7d5dc2e7,16e6ebf8,2294f970,00000055,14062b75,00043975,14021200
5b3a08b3,d8c74d19,f27392ba,8fb7eeed,00000055,827100ff,83b544fd,01c44402
68f95853,ee86636e,c4ed00f1,67ebc861,00000055,846d0064,066b0874,82060810
d7d1d71f,d7a72f69,110a7d4b,6bf26bd5,00000055,00027817,00726801,00701016
763f295d,7a27a921,01ec3dd0,b99e57f0,00000055,00080005,08180025,08100020
db4de6fb,a2b7829b,ccc0c61b,0a294feb,00000055,48c04455,08284435,40e80060
b7f52b7f,7919f91d,21a7a1be,c0afce4b,00000055,00a48077,c0acc217,c0084260
e5c73384,1cc08a3a,d0bad1ce,309a2563,00000055,d00291db,30022177,e000b0ac
5b292025,3128932d,1cddfb40,2e2ded87,00000055,0801b355,2a01a155,22001200
c7da68f7,954830b5,acf32d9d,867d31b1,00000055,00920855,02101055,02821800
04bb2a43,b949a051,32655eab,f00189be,00000055,30600a57,b0008847,80608210
542f8a9f,8ac397c8,c40b2cbf,d53e251b,00000055,c4080c42,d42c0546,10240904
7f7d1040,ea904aa7,a2925b19,f5ba6cba,00000055,80805a54,95a848f7,152812a3
f6c30f33,1d4ea524,c9ad6c7b,24d162dd,00000055,c98d2846,20812240,e90c0a06
6212046c,795c47d5,d3858c19,3743f743,00000055,1304004c,13424354,00464318
9a33b7d7,d400dbb2,b8080291,4ead1c89,00000055,08000054,4e210c54,46210c00
c1c0c336,323891c5,9f7ef8d3,9d80f543,00000055,93785086,91805016,02f80090
f45c1f02,bff3cb60,4555d4b4,02866e92,00000055,4105d475,02864457,43839022
dfd30e10,07696bd9,ff2c2a1d,4a19c7a7,00000055,d828205c,481845d4,90306588
7ec4e57c,5a3256c2,4f49f867,51282aa2,00000055,0440b073,002022f7,04609284
c5f9112c,6673de88,30e597f5,9fe6dbcb,00000055,208087f1,8382cbd5,a3024c24
9fcc69d3,aa61a9b2,23a4771f,c17f84e1,00000055,21a44054,012d8034,2089c060
71dad60c,10e83382,088f372f,26f87044,00000055,0002255b,20306051,2032450a
7bcc9486,150c748f,c6452047,ec575266,00000055,46402054,6c404055,2a006001
a1dec698,2d5f30d8,e45ec66f,da1cfd28,00000055,8400c615,8800f455,0c003240
c7a05f82,17f92309,a9f8af46,b1feab2d,00000055,80582c57,9058285c,1000040b
d60750da,842365a7,8b07a66f,f76d4135,00000055,02042438,52240160,50202558
732d8209,29217763,254e57c2,2194a372,00000055,000c5517,0004a137,0008f420
3f9ff359,6e388c77,31a477c8,247178cd,00000055,11a4775d,00217859,11850f04
92ae55eb,3e1bb4af,adf841a5,3f74b044,00000055,acb04151,2c34a011,8084e140
6ae8435e,3e3189e4,57b63aa8,4132fb7c,00000055,54900afd,4010ca6d,1480c090
2583c61d,a4a319fd,c252f3be,2fb4aea2,00000055,8000d3f5,01208ef5,81205d00
f09c555e,17363d09,bbd6a2d3,587b371a,00000055,a3822006,402a2047,e3a80041
ba23f678,41b68f93,afd94b7b,ca0fdc04,00000055,ab91493e,ca055855,6194116b
7c698366,8def7b30,d3dc3a12,217f7915,00000055,d1843847,21067841,f0824006
c44026e3,7a4b0d89,5e175e61,23396278,00000055,1e030a35,2209223d,3c0a2808
80aa8b60,05788ae6,11c35649,3824c853,00000055,01c20055,00000057,01c20002
7006aacd,1d7a7cf1,a7bbdaed,9d1376f3,00000055,2538d279,0d105665,2828841c
6b751f08,0c85dc1e,ced90c31,fb52798b,00000055,46d00045,63504157,25804112
7718ea22,726c3e02,204f7941,67df8ddc,00000055,00445055,05548455,0510d400
f2254edf,3eebbefd,9d11f3ec,783b330b,00000055,8c00f075,480a3057,c40ac022
9cc9b655,28148089,91d5b846,f4472ec1,00000055,90d53011,b4452695,24901684
4b2d027b,eba7b017,261c9983,5f2aabdb,00000055,20089055,000aa21d,20023248
fe9d1fb5,662d28ae,2dba403e,4f2a5868,00000055,08b0004f,0820105d,00901012
5e91ec3a,8a74a3e0,72dc9ac5,f8879b1f,00000055,50c40a95,d0850b4f,804101da
08e71b2b,9401cfa0,036135f0,e7f3b109,00000055,006014d5,84e2905c,84828489
0457fc8f,2b0f1217,7c5d9ca6,4f94aca9,00000055,2c588cd5,0f10acdd,23482008
7c464ba0,887f6e5c,292472c9,3f83f517,00000055,2020209d,34012541,142105dc
059f0b3c,f364b5fc,9fd5a3ad,dd83e1ee,00000055,96d1a2d5,d483a095,42520240
74a729fb,e2b39558,ba446c58,7bcdfb03,00000055,92042c55,1204b856,80009403
b632ab7f,aa7c81f8,f3075f8d,6d3cf54d,00000055,10060ad0,0c0c2050,1c0a2a80
c65d88db,76acc9c1,98ef8104,686b89c3,00000055,90e10155,20610157,b0800002
0785b285,32050738,df4ef390,ac40aff7,00000055,1500b1c5,2400a5e0,31001425
9ae412ec,4cb48ff5,c2e46887,6512a628,00000055,c2400854,4410845d,86508c09
e148136d,d515d189,2ba9c4b7,813feaac,00000055,2009c0f1,001dc2f1,20140200
35fcae45,1b1a5402,98f7d7fc,f1fea9cb,00000055,08e6d211,20e6a816,28007a07
4a5417cf,77900c94,a50b73a9,e2337e7f,00000055,2500135c,20001a0e,05000952
81100270,f09cd325,27eeece2,b0779428,00000055,218cc015,30049055,11885040
f95db29a,e6786546,3ae81dbc,496e0352,00000055,1a2015c9,09240305,130416cc
4ecc3c37,60bfab3b,35a150c3,99f3baad,00000055,24211055,08739259,2c52820c
33794ba2,23b6dce9,cada978e,52782833,00000055,00ca975f,10480056,10829709
686be6a1,67f06cb3,cc002590,214f5684,00000055,0c000045,010b0255,0d0b0210
313cdf8c,bb2bfc60,4ab87ea2,8d944efc,00000055,0a1022f5,881402b9,8204204c
8eb194cc,90d39cc0,a6e6d40e,ef85f6ce,00000055,06620059,0e000059,08620000
590cbe8a,3362bac8,e773a24b,f896cb83,00000055,62620017,68060057,0a640040
db7a22c8,56b71057,2f6a7d73,161956a2,00000055,0d483046,040912d7,09412291
64ecd792,aeb8adbb,47004ffa,d9fec2cb,00000055,42004a7d,c854425c,8a540821
8140c625,29124f08,ef71cf08,f1c4a8dd,00000055,a850895d,a0408858,08100105
f90114ee,bb4c6927,5ae0a65a,0e0c8c7c,00000055,4240241d,020c0c1d,404c2800
50596324,57ec1c9c,c593ecef,c9344747,00000055,05916cfd,01344755,04a52ba8
1241b3f7,fd9b758a,2d98240f,6e69b662,00000055,2d980458,6e488635,43d0826d
dadbaf38,0cf36fcb,e3513438,cd45e780,00000055,c2000065,c400c0d5,0600c0b0
ae4c7111,1c86d624,bae3404d,24563bbd,00000055,b2c20050,20422360,92802330
b7311f1d,de96fc01,8b2d10f0,e5e6c7ab,00000055,09250045,61a6c35d,6883c318
a67e41b0,0dc8a740,3ff33c7f,67a83280,00000055,2bb22425,23a022d5,081206f0
87b02997,901ca995,3d427fdc,f689bc0a,00000055,15000055,16888057,03888002
2c30f8e3,e7a7b67d,cc3b658c,b5c5ab74,00000055,c81344d9,81850a41,49964e98
1131125f,c70bbe03,d5cda0a0,bcd9d0b6,00000055,d408a055,94188041,40102014
0e868199,6c32770e,1cfef6d9,11a84cc8,00000055,00b4f6c4,00a044d5,0014b211
938762ba,c74344a0,052a4737,13e9b7f9,00000055,04000647,10c0264d,14c0200a
5e4ab78d,10e62711,10b9b50a,62d04df2,00000055,00a8905d,428000c5,42289098
67a616cf,f06c6196,de746295,68bcc956,00000055,96406244,00884105,96c82341
f658f617,e550bf70,b1f0d5c9,bb107aee,00000055,11004114,13004833,02000927
231fd50c,b8270ec3,3a4dde90,e64fad18,00000055,1a08dad5,8208895d,98005388
3a4635e0,4540ec16,2705157d,f9761834,00000055,27041121,79061861,5e020940
9af65b2d,0bd11178,8e0530df,b94d8a26,00000055,80050000,91050a51,11000a51
0d34cbb8,7047beae,ccd10214,097a19c9,00000055,4c510041,09721155,45231114
633e0685,1a18433e,3d5eadc6,0bc78fcd,00000055,390605d7,090605dc,3000000b
35baabac,3d7775be,8793b187,11c9c4bd,00000055,00819057,00c9c445,00485412
39978ab1,33b2a4ad,868820ca,99a5de49,00000055,0200205d,08250e5d,0a252e00
ecd346f4,03fbe12b,1061696e,60244f32,00000055,0020211b,60200747,6000265c
54197baf,7199756e,83fe1dc3,c8e87189,00000055,01800c94,008000d4,01000c40
a0ce17d9,ac493302,5b977e5f,687493e5,00000055,0887240e,08040094,0083249a
4987fb66,99ca3047,13bf2941,09668caf,00000055,100d0954,00448874,10498120
bd04755f,917b23aa,a196117d,cbf53836,00000055,20161020,08751061,28630041
104ca5f6,65d2d9ea,3631c4f2,3ffaeba3,00000055,34104445,359a6855,018a2c10
67f83667,8d31028e,0f2fc5eb,5ab69b80,00000055,0a0904bc,4a8010d5,40891469
7b05a217,8282b086,42c112f8,06afd0ec,00000055,408112c5,008710d5,40060210
bc3a65c2,01a0fa33,9ba39c8d,7d78f710,00000055,99829cd4,3d189745,a49a0b91
5a2f3545,3d7fdcb1,e8b23928,3c16d89a,00000055,60102975,2410c8c5,4400e1b0
226a9d44,c3c897c9,baeb1211,6ccdc0d5,00000055,a0a20254,608000d0,c0220284
a2fe25c5,4030ef60,24bff9fd,5bf2d834,00000055,208ec8f0,42c2c871,624c0081
8bfc073b,f5a5fbf8,d6172717,6843b3fe,00000055,56112456,6841b097,3e5094c1
fff18a31,ea075fcc,44b936af,9d2c00b9,00000055,04b014f8,152400ec,11941414
608d4f46,451e39c2,4bf4fd4b,d81e26a2,00000055,01907455,001226d5,01825280
0eaf9ce5,53b83618,22672417,d4740cc5,00000055,00072040,54140890,541328d0
c6235770,27be0edc,ebd0e3e1,cbaaa682,00000055,e19041f5,c18800d5,20184120
7568cb8b,37891422,64ef1be4,29561233,00000055,40e11bf5,00401274,40a10981
4d33ffcc,b5b051f6,f1b1f3fc,0d27d28d,00000055,f081a26d,0803825d,f8822030
264f8251,cfc856e2,4e3c3d71,016eb5e0,00000055,48041464,010694f5,49028091
93670b46,33f05214,738b11fb,4a3962be,00000055,20831107,00114047,20925140
5cacb27e,91d1c468,f39721ee,48fcf9cf,00000055,c1152053,487c7053,89695000
166c3d0b,4ffdc25f,c4c86537,246edc75,00000055,40806541,0000dc01,4080b940
7b9a1cb8,74eb4e4c,18aab70f,3ded5986,00000055,08201251,0d6150d1,05414280
5514c5fb,0a79c740,abadffca,55f0be76,00000055,0b2d02df,55600267,5e4d00b8
341fdda4,a6520737,71facdb5,a9158ee3,00000055,1048c8c4,80058ad6,904d4212
accc5c8e,8e7a4e08,25939ca0,accfb255,00000055,209210d5,20861251,00140284
7129e55c,afbcb14a,2b01a2a6,f92789ef,00000055,0a010053,d8050053,d2040000
7f244276,690d0334,8897dce1,acde8937,00000055,00014015,04080157,04094142
c3e599d7,e3ad724c,db0a03cb,b233bdb6,00000055,000803de,2000a9c7,2008aa19
b97a5d57,8cf4a99f,22cd9bf4,1160bdf1,00000055,208c9095,1100b495,318c2400
ab540019,02517d78,6f61d7b7,eca27d87,00000055,29015574,a8007d54,81012820
c726b86a,bcdad379,9aeefbb7,9dae8d45,00000055,1aec6b46,19ac0954,03406212
92777abf,bfd143e9,68f4cce9,9984463d,00000055,28a40815,09840041,21200854
af590f21,c43860a9,865ac32f,bb8c1886,00000055,0240435d,2b0008d5,29404b88
c8e8d756,0e839647,be386ca4,d3e10235,00000055,86284055,c2610044,44494011
51eb5c48,26f6a0bd,ba228d43,eaf77726,00000055,32008c14,62157471,5015f865
7b91ff1a,5703c869,b12876f0,377e2056,00000055,20003625,24122007,04121622
4d790d53,05b638df,bf4fff90,3f7af445,00000055,084f35d5,084a3451,00050184
5ba0171b,32e4e580,6de8d241,24da26b4,00000055,6940d254,204022c5,4900f091
ac040594,c9ccf31c,61d60591,f6fa41dd,00000055,61c004d5,64c840dd,05084408
298183df,c33d72a4,3bed28c8,85cc334a,00000055,2aac201d,808c311f,aa201102
550b2f5f,e2873022,ddc4c58a,531a4971,00000055,9584055d,13080924,868c0c79
32ecffb7,1ddf9b67,0d5f9a90,0d9e77d4,00000055,0d1300c5,0d126485,00016440
c63732d8,621717e5,24b08f61,27a6d602,00000055,24200574,24200455,00000121
875c79af,83524038,452557ec,7531a523,00000055,040411d1,04002156,00043087
f422d699,d33bd0b3,bf321216,3f721107,00000055,27100257,27100057,00000200
1313bae7,7eaeef2d,77b9765a,f956572f,00000055,65b9541f,6914555f,0cad0140
f49ac188,47dcf19e,6a0a7f8a,1d9eec1e,00000055,22023057,11062043,33041014
32e5832f,8965ac9a,a95dc8d7,54a561fa,00000055,a90008c0,108021e5,b9802925
47c81954,62b85486,92540e12,c2437a7f,00000055,00500c47,00404807,00104440
84b8dea1,ea6bcaa8,ee733f11,fb7b21dc,00000055,6e531454,6a53005d,04001409
6e82db52,6e74a29d,3f18b686,c76f32c6,00000055,001030d3,00663093,00760040
ada46d16,52821978,425296fa,76348282,00000055,4202143f,76240057,34261468
b94c53b7,5f52cde7,621fe9e6,2a50dfbe,00000055,621e8815,22109e45,400e1650
f22feb32,cceec9ce,d0ccb610,d346d286,00000055,10c02245,124002d1,02802094
d5056afc,d65a21a7,152ac032,c691a90c,00000055,010a4047,0211095d,031b491a
7b5b612c,8adf22a6,2ad72907,d2c19d83,00000055,20840157,d08001d7,f0040080
da3c33e3,5fdddee3,6997647b,23f56606,00000055,01816455,01e16455,00600000
bbc1ac55,7f37ad0a,95d6442a,827b5236,00000055,84d6005f,80720043,04a4001c
fb62afbd,98e1ab59,113f4dbc,cdde6ccd,00000055,010304f1,41820491,40810060
77952766,2568bb03,dc105260,b0d3aba7,00000055,50101035,10d18870,40c19845
0e2027e8,e0347fa0,ff58ea2a,71881a02,00000055,ee10485d,60001855,8e105008
f860dfd0,e6a7097b,8b43b4e0,34e49219,00000055,0a4394f5,14c4925c,1e8706a9
39c5f7d2,b68a4609,3601cebf,7c9624a3,00000055,060180ce,0c0620d6,0a07a018
4a0e8653,299b8802,22fd91a9,98820006,00000055,22950054,00800055,22150001
0940862f,9dfcb652,0849f827,4768b67a,00000055,00083070,0428302d,0420005d
02315223,d831d434,213ba061,5f8b82ee,00000055,00008054,5a008253,5a000207
42170707,22b91019,e14c8fdf,cdd32a4c,00000055,600c074b,40820259,208e0512
88cc49e2,221046d2,7032e536,e985f40c,00000055,20100565,a8840455,88940130
d1133794,ab255b5d,11838fd0,71847e59,00000055,10020c95,70046c1c,60066089
263d2cd8,80fcdddc,e008f657,102d3884,00000055,a000f051,00013051,a001c000
64c769e3,fae44655,5c0e1ca2,b867d0db,00000055,1c020cf7,982300c7,84210c30
99bc2759,199200c8,f07ccd95,8f957783,00000055,802c05c4,800427d4,00282210
04662eaa,94713171,e071d27c,f1cb497b,00000055,8011120d,9003090e,10121b03
2fe2f118,1bf79734,a2c7adab,04816614,00000055,2005247d,04016651,2404422c
fe89683a,6ecd459d,bcacf886,0fef86ae,00000055,900428d3,004404f3,90402c20
3ba203f5,1fb61c23,6b2377d2,827547c7,00000055,20001787,00140793,20141014
c44e1c87,096b6bcf,a6134ad7,99725204,00000055,84014215,89205255,0d211040
56a7a8f2,cc9f1963,403c28d5,d22900a0,00000055,003820c4,922800d5,92102011
c6b0fbd2,a67678c4,3b9aa192,cb668b43,00000055,20828147,40468357,60c40210
e93fa448,d45827f7,ac7b9a4c,48113fcd,00000055,2c638259,080103d8,24628181
973c3509,5bfee9b2,0d223376,4fff5008,00000055,0c021067,4cc2505d,40c0403a
8a0e985b,42b6ea90,31428eef,41e4d9d4,00000055,0000029e,40a05095,40a0520b
d9d5ec58,11750619,149ce518,1755344c,00000055,0080e055,00002015,0080c040
ddc51fa1,d02c7255,127081e8,4bcaea3c,00000055,006001b5,09c86861,09a869d4
08be3b4b,d2f4681b,733eff6c,f28e60ba,00000055,520a5315,d20a4045,80001350
d033e2f2,d570e460,bd026136,5d4f4422,00000055,05020047,05430457,00410410
e71933f6,c3af2702,f12fefd0,1e68230a,00000055,20260485,04200055,240604d0
acea4bda,d4b1154b,f1dc8b69,57432545,00000055,70580a54,50430454,201b0e00
8095903f,3f65fab1,2f4e92d1,2444d71a,00000055,2f4002d5,2440425f,0b00408a
b3362698,db150fa9,6400ed05,ebb8cca6,00000055,60002954,68200875,08202121
8f6b1daa,17f57849,85a3451b,3427bada,00000055,80824556,10062097,908465c1
8a245ddc,be3ba74d,104279c0,6d992947,00000055,100278d5,24192854,341b5081
5913dc51,3f5ff5b4,afe53f91,31be7ac2,00000055,264429d4,200c2895,06480141
70099064,f9cdcf9d,4dc6f366,ab68ab92,00000055,09c45335,89400bc5,808458f0
26d43bb8,66a8b673,4362d38b,0262b4f3,00000055,406081de,00608496,40000548
cf387f8b,9d90c6dc,fbc6b4bc,22c9c9f1,00000055,5280b041,02888904,50083945
1a1d698e,74ed749b,29e71c8b,479cfb82,00000055,28e01c54,46901955,6e700501
3983349c,6f868d55,c6594feb,14f7250f,00000055,4601099c,1405215c,520428c0
2c7ddea3,a892add1,07664806,f0ecbd1e,00000055,04664057,80ec3147,848a7110
28eee816,a51872f9,3d5d4867,df7cbfcb,00000055,0d540832,8d749a9e,802092ac
1d679b20,8a40e169,f75ff215,e02f6cb5,00000055,97077254,80276854,17201a00
a775b9b7,2e987a74,170efe03,731ba006,00000055,010cc256,01098057,00054201
4f8b613b,fdb68ada,eb3205d9,d7881ef7,00000055,a2300194,92080ab4,30380b20
48513238,236e54b3,fc89368e,1ea22495,00000055,680926df,0a2224d4,622b020b
62e13f18,dc42c28d,c323b3d9,f7dd8422,00000055,8223b1c4,b6818455,34a23591
a3a90084,b6573082,55dca270,8a8dac3d,00000055,15dc2055,008c2051,15500004
026f0856,f854739a,1b58639c,9880725b,00000055,1a1863d9,9800721d,821811c4
ccecaea0,6acc0712,85186f0a,aaa3f498,00000055,84002957,a220a0c5,26208992
2f853bc7,9ec72b2f,e29238b4,4df9a693,00000055,a00210f5,014000d5,a1421020
1e5000f7,a438dfb2,d0263819,33559468,00000055,90201854,32409415,a2608c41
03de4368,7771c72e,ad3816f6,4205bc6d,00000055,24280413,40058411,642d8002
26305e15,4b92cbdc,a018855c,f44af305,00000055,2000851d,64029154,44021449
7fc1e77a,c18e10b4,855e97ea,4f046d0d,00000055,844e979f,0e046559,8a4af2c6
1b1b6428,12129ef7,691ffa44,3814d319,00000055,0909fa11,0800d24c,0109285d
e0e573c4,18c487c8,d008e462,ad6f3798,00000055,d000e455,a821345d,7821d008
f9cfc1a7,e7bdce43,acf83c61,5576af6c,00000055,0c700c35,14720f31,18020304
37dba37a,7c5f2892,122d0de2,924f2f99,00000055,020409b5,02040bdd,00000268
5f782a1f,d97dc23c,193dd3d0,880c6edd,00000055,0005c055,80046854,8001a801
72b33a51,46b055f2,0236b755,a7c81805,00000055,00022754,24000854,24022f00
cd3195cc,337db209,a5f43521,abf73d49,00000055,a4442554,aa442514,0e000040
b85ff8cb,401de9ed,216791c6,85c5b914,00000055,20421153,80401151,a0020002
e15f4b32,b312c03d,ff7bbc6d,759c98ee,00000055,52498858,500c885b,02450003
0bb42ff0,b69118c1,cbaccf23,31ddb87e,00000055,89240774,31053065,b8213711
794b9a6f,e179bc8e,88ace13b,80f2601a,00000055,88202074,80322055,08120021
24722c48,506c26f4,4a9acbdd,fdf0ce31,00000055,401a0ac9,74100a65,340a00ac
3b943416,592067f9,bfdcf764,53fb0888,00000055,22945331,42b000dd,602453ec
2036e172,e1d8146c,07469a9b,03bff38d,00000055,0146904f,01aef159,00e86116
0f8d4f3c,75aa25d0,3cce7ea6,5caf8770,00000055,38066af1,58270235,602168c4
2618856b,660a6003,e488ab5e,8181d511,00000055,4000a11d,0000c555,40006448
bd49100b,92e32885,ccd6a6ae,c886a7d5,00000055,0c8220db,088220d1,0400000a
32092e48,2d8e78ad,b5f31d12,fa042763,00000055,15831455,1a040634,0f871261
c7dd1c7f,1f111f03,3714ebc6,9959979c,00000055,10040311,98480349,884c0058
f93d7b7b,c20b3d69,c4a39904,fea9306e,00000055,00220055,3a200057,3a020002
e059f9b9,189f1e38,07b00fb1,aff634d5,00000055,008007d4,a8c624d4,a8462300
faf9888c,f2ea6b94,799c55f8,b1919e14,00000055,0810414d,00118245,0801c308
71f8e69c,7e9edaec,ce4fa168,d4e473b6,00000055,0e462035,04643065,0a221050
172dcba1,e0bd2347,928a383f,5c888acc,00000055,92802873,54808891,c600a0e2
d236c712,3a7f5e35,9355f982,ee6549df,00000055,80419957,e8410952,68009005
64a968c7,feccb144,28ed5bea,565bf746,00000055,086559d7,1241d157,1a248880
ad250b44,5194ed1c,639e54e3,6e841346,00000055,60904415,6c800215,0c104600
9168c0ce,8a1af97a,04111b88,7ee55c5d,00000055,001019d5,1a601841,1a700194
b4643356,0c0babc1,ab7f3c4f,97dcbe15,00000055,a86f1852,904c9840,38238012
002c32ff,c0bc7f2a,54f14a9c,8a896a36,00000055,409048c1,80804841,c0100080
bc0d0b1b,92a83c06,ebeca72a,5e3a02a1,00000055,2aa4275d,0e200254,24842509
9cdd8b8d,17a92366,36e59346,2f1a2086,00000055,02648017,0b1020d7,0974a0c0
36609776,d8fb10f1,92a93a14,7f003015,00000055,82890251,6e000050,ec890201
010ba675,c7eff464,a768fd07,8da97676,00000055,86605054,84a05245,02c00211
6589117a,19e5aacb,7957b64a,1b06cd25,00000055,7844b255,18048974,60403b21
bfe08818,d0ffeab1,03b219b9,12514100,00000055,031200fc,02114055,010340a9
598604c4,c0a2f86f,7a25875e,04132111,00000055,1824845f,00002054,1824a40b
73b4e4d5,e931df82,8c32ea4f,6416e1e4,00000055,88002a12,00042111,88040b03
f61f09cb,2ede48a5,362e327e,3da2f585,00000055,1000003b,18804151,0880416a
13d940ff,4a68bd6f,0be3e755,67dc54dd,00000055,09a1e545,419054c5,4831b180
6c8e16e3,83ab6eac,a9e3e144,c2d711e0,00000055,a9216011,c2051015,6b247004
2479ef49,ab36bf8b,683ea829,70d4a3d4,00000055,080e0055,00440095,084a00c0
14d3a30c,3b161484,1c7b3e6b,e5ec696a,00000055,0c41365d,25c4215d,29851700
a432fabb,5970c9b1,7ccf7a92,414f1969,00000055,7c423257,4142115d,3d00230a
1638e02d,c7730149,96dcdebb,d6375821,00000055,9048c075,d0034075,404b8000
c890bd0c,54d46330,db8b1f87,183ba82c,00000055,98001e51,18008879,80009628
9c9ad75e,36c25ed3,cdd05f0f,178b7642,00000055,88500958,02080055,8a58090d
af114284,6aa6f815,144a09f9,8b34ee86,00000055,040208c4,8134aad5,8536a211
19e2b276,81dce70b,f7f4c802,f31f00cf,00000055,90344055,901e0018,002a404d
a6e97d40,9db67418,364ae6ab,23163526,00000055,324a005d,23160155,115c0108
9c22faf0,4b88372a,225672e1,b2048e75,00000055,02024095,92008c05,9002cc90
705c3eeb,1687dd78,dc11a80e,c5345b56,00000055,4411a057,44104347,0001e310
7473e27d,cd962ad5,021d3747,f8975aa4,00000055,00050055,b88548f5,b88048a0
19f617c9,544e6183,9b30c64f,65b0041c,00000055,0930461f,45b0045d,4c804242
cc6cff46,754cf36b,01701680,d7e065da,00000055,01200455,9120045d,90000008
cd212a3b,873a4386,8fe4ecfc,abea991e,00000055,0a0068e9,0a0a0949,000a61a0
04b0d849,6301ccf3,fa97fdcc,47392915,00000055,629114dd,47310045,25a01498
5c863742,c3470c51,d261bbb0,fadadf2a,00000055,92413b45,9ac01b57,08812012
fa324395,540d8485,a10f2133,d6dc1c23,00000055,a00f0145,861c0455,26130510
3103e121,7726895e,c6f3c726,b4b1e388,00000055,46214073,0421605d,4200202e
c938a60a,a24c0b05,40a3d876,3d24e087,00000055,40208853,2924a052,69042801
22303ed2,c466064a,310cf485,c34fe48d,00000055,200430d5,c24620dd,e2421008
3ffa6be7,d82f6f96,4f27fe8f,f6a67628,00000055,47050454,e6840475,a1810021
e38306e6,879136fa,e9a6cba3,0c57c166,00000055,60020055,04120051,64100004
e82ae292,fd1c4243,3991f576,b307cf32,00000055,1110a005,11068045,00162040
4f6b684c,6712cdee,2306984d,d66bf816,00000055,20008055,0069a057,20692002
2e5a2162,f01e2ca3,8499bbb5,a98f0d89,00000055,840009d4,88040dd4,0c040400
613c1a9d,da6b9b21,e876ef08,1d064e57,00000055,a856815d,19060041,b150811c
eb2e997f,e2eef93a,8625b7de,5de69bdc,00000055,00002011,09c00011,09c02000
85f9a1b4,391c18b6,60ab8015,3aa77ac1,00000055,20a18055,38a53855,1804b800
6ee24e78,3dcc3bb4,3d42782f,feb02ab7,00000055,11027059,522020d1,43225088
8b15a2e7,50d1ddc2,38158aca,88165fc7,00000055,18040a55,88045f50,90005505
6d9e7059,e7c4a133,7429c2ec,5287f2a0,00000055,0008c03d,0202d075,020a1048
b2f2ba2f,a0129219,752d0161,bbe8aba1,00000055,10200075,12e02875,02c02800
06fe3476,988c4827,60d324f8,ac835c5a,00000055,00522405,8c025c05,8c507800
9b7c5f0b,d13a7a18,b91968b7,06e7ba72,00000055,08002046,02462047,0a460001
bd83b1b8,2ae7cb80,eeef6b10,4f7a7ae8,00000055,86646a45,07607a7d,81041038
734e104c,6b6915a2,297bf77b,1cebe93e,00000055,0823053f,1823017b,10000444
836e0428,256e4319,458cf597,f9c0bf9d,00000055,04004544,a0000744,a4004200
c2bb85bc,98086c18,f58f42e1,c699a3f5,00000055,508340f5,4291a1f1,1212e104
ee7eed62,7887dfa8,df800806,24843dfd,00000055,96800057,0480309d,920030ca
f2f87563,b19a538a,e84d9bed,7eb13217,00000055,404002bc,42202254,026020e8
b98dec28,6e4ff59b,00a9c7a6,8d3fbb0c,00000055,008001f7,85021955,858218a2
8ea28b19,e5b7c59d,dc6989af,1ab80ff5,00000055,480108d1,0a100ed1,42110600
d25b2562,2e758c32,75d66808,86751e71,00000055,74062855,84240805,f0222050
6d15b97f,0a89b31d,d3424d4e,ca9c306f,00000055,43000817,429c0037,019c0820
56bc53dc,3152f9e6,7062b17b,9315e41c,00000055,6062a06f,0304a04d,63660022
520f1618,048bf69e,89652cdb,1ca65c42,00000055,000420d7,14844057,14806080
5fa0bdee,62165ea0,b2676fe4,c2e6fd80,00000055,30266311,00a6e155,30808244
3f3d6174,5c347b37,866107b1,44b9c01b,00000055,02010254,40090056,42080202
4f1701fb,e8ce3fae,628fe316,f981cee2,00000055,22892241,a1810e15,83082c54
c23c6760,7c1ea39b,a4d45e66,2b704672,00000055,a4004437,2a204427,8e200010
17a1fab6,cfb57cf7,da26bc1c,dc94ac30,00000055,d8048455,d8148455,00100000
09bad6a9,3e1c4fb9,9339e015,87b41263,00000055,13208045,07a41055,14849010
